COUNTRY_ISO_CODE_2,CUSTOMS_OFFICE_NAME,CUSTOMS_PROVINCE_NAME,DECLARATION_DATE,DECLARATION_NUMBER,EXCHANGE_RATE,EXPORTER_ADDRESS_EN,EXPORTER_ADDRESS_VN,EXPORTER_ID,EXPORTER_NAME_EN,EXPORTER_NAME_VN,EXPORTER_PHONE,EXPORTER_POSTAL_CODE,EXPORT_TAX_RATE,FOREIGN_CURRENCY,HS_CODE,HS_CODE_2,HS_CODE_4,IMPORTER_ADDRESS,IMPORTER_COUNTRY,IMPORTER_NAME,INCOTERMS,PAYMENT_METHOD,PRODUCT_DESC_EN,PRODUCT_DESC_VN,QTY,_id,TOTAL_PRICE_IN_FOREIGN_CURRENCY,TOTAL_PRICE_IN_USD,TRANS_TYPE_CODE,TRANS_TYPE_NAME,TYPE_OF_EXPORT,UNIT,UNIT_PRICE_IN_FOREIGN_CURRENCY,UNIT_PRICE_IN_USD,HS_CODE_DESCRIPTION,EXPORTER_NAME_EN_extracted_info,EXPORTER_NAME_EN_manufacturer
HK,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307631961140,25960.0,PLOT C-04 PART OF PLOT C-05 BELONGING TO LOT CN12 AN DUONG INDUSTRIAL PARK HONG PHONG COMMUNE AN DUONG DISTRICT HAI PHONG CITY VIETNAM,"THỬA ĐẤT C-04, MỘT PHẦN THỬA ĐẤT C-05 THUỘC LÔ ĐẤT CN12 KCN AN DƯƠNG, P AN PHONG, TP HẢI PHÒNG,VN",202055026,TONGWEI ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH ĐIỆN TỬ TONGWEI (VIỆT NAM),963580987,,0.0,USD,85176241,85,8517,FLAT A 13/F LEAHANDER CENTRE 28 WANG WO TSAI STREET TSUEN WAN NT HONG KONG HK,HONG KONG,GONGJIN ELECTRONIC HONG KONG LIMITED,DAP,KC,"1F096C90#&AMP;EQUIPMENT, MODULATOR, ENTERTAINMENT, TURN (MODEM USED TO CONVERT SIGNALS NETWORK TO THE INTERNET), MODEL: GAPM-7500R, MATP: W9010000000030000, NEW GOODS 100%#&AMP;VN","1F096C90#&THIẾT BỊ ĐIỀU BIẾN, GIẢI BIẾN (MODEM DÙNG ĐỂ BIẾN ĐỔI TÍN HIỆU MẠNG INTERNET), MODEL: GAPM-7500R, MATP: W9010000000030000, HÀNG MỚI 100%#&VN",10,10b5f65b-1001-4378-8dc1-f71754db640f,320.386,320.386,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,32.0386,32.0386,MODEMS INCLUDING CABLE MODEMS AND MODEM CARDS,,
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631966040,25960.0,LOT E QUANG CHAU INDUSTRIAL PARK QUANG CHAU COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ E, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400801174,LUXSHARE ICT VIETNAM LIMITED,CÔNG TY TNHH LUXSHARE - ICT ( VIỆT NAM ),2413634635,,0.0,USD,85176243,85,8517,SUITE 1621 16/F. OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON HK,UNITED STATES,LUXSHARE PRECISION LIMITED,FCA,KC,"QP-00396#&AMP;THE WIFI EQUIPMENT, WIRELESS (INCLUDING 2 WIFI EQUIPMENT, 2 CHARGERS, 1-WIRE NETWORK) EERO, MODEL N010001, Q010001, LZZMA120-CS-US-2M (M110211)#&AMP;KXĐ","QP-00396#&BỘ THIẾT BỊ PHÁT WIFI KHÔNG DÂY (BAO GỒM 2 THIẾT BỊ PHÁT WIFI, 2 BỘ SẠC, 1 DÂY MẠNG) EERO, MODEL N010001, Q010001, LZZMA120-CS-US-2M (M110211)#&KXĐ",3360,dd29c758-9a33-4e99-85d2-8d927e6c875d,218583.456,218583.456,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,65.0546,65.0546,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Eero N010001,Eero
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631070260,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) US,UNITED STATES,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P75236#&AMP;ROUTER,UCGUR001.FC (UCG-ULTRA)(NETWORK SPEED: 1~2.5 GBPS, SOURCE: 5V/3A)#&AMP;VN","P75236#&BỘ ĐỊNH TUYẾN,UCGUR001.FC (UCG-ULTRA)(TỐC ĐỘ MẠNG: 1~2.5GBPS, NGUỒN: 5V/3A)#&VN",2,7944d5c1-ffe4-4e9e-8e8e-3a177b4e59c3,134.0734,134.0734,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,67.0367,67.0367,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",,
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631070260,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) US,UNITED STATES,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P52995#&AMP;ROUTER,UCGMAX01.FC (UCG-MAX) ( NETWORK SPEED: 1GBPS, POWER SUPPLY: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&AMP;VN","P52995#&BỘ ĐỊNH TUYẾN,UCGMAX01.FC (UCG-MAX) ( TỐC ĐỘ MẠNG: 1GBPS, NGUỒN: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&VN",2,b5801b97-597a-47fc-8662-4222a2c9b0f6,257.2052,257.2052,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,128.6026,128.6026,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",,
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631093620,25960.0,LOT E QUANG CHAU INDUSTRIAL PARK QUANG CHAU COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ E, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400801174,LUXSHARE ICT VIETNAM LIMITED,CÔNG TY TNHH LUXSHARE - ICT ( VIỆT NAM ),2413634635,,0.0,USD,85176243,85,8517,SUITE 1621 16/F. OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON HK,UNITED STATES,LUXSHARE PRECISION LIMITED,FCA,KC,"QP-01049#&AMP;DEVICES WIRELESS WIFI EERO, LB51BAE005-ISP-1H (ME12010), MODEL ME10001#&AMP;KXĐ","QP-01049#&THIẾT BỊ PHÁT WIFI KHÔNG DÂY EERO, LB51BAE005-ISP-1H (ME12010), MODEL ME10001#&KXĐ",11400,44e79b0c-9526-425b-ac44-f33cef68e8b4,608474.43,608474.43,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,53.37495,53.37495,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Eero ME10001,Eero
CN,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307633461240,25960.0,PLOT C-04 PART OF PLOT C-05 BELONGING TO LOT CN12 AN DUONG INDUSTRIAL PARK HONG PHONG COMMUNE AN DUONG DISTRICT HAI PHONG CITY VIETNAM,"THỬA ĐẤT C-04, MỘT PHẦN THỬA ĐẤT C-05 THUỘC LÔ ĐẤT CN12 KCN AN DƯƠNG, P AN PHONG, TP HẢI PHÒNG,VN",202055026,TONGWEI ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH ĐIỆN TỬ TONGWEI (VIỆT NAM),963580987,,0.0,USD,85176241,85,8517,FLAT A 13/F LEAHANDER CENTRE 28 WANG WO TSAI STREET TSUEN WAN NT HONG KONG HK,CHINA,GONGJIN ELECTRONIC HONG KONG LIMITED,FCA,KC,"1F09DE90#&AMP;EQUIPMENT, MODULATOR, ENTERTAINMENT, TURN (NOKIA) (MODEM USED TO CONVERT SIGNALS NETWORK TO THE INTERNET), MODEL G-1425G-E, 12V-1A, MATP: 9210000049300000. NEW GOODS 100%#&AMP;VN","1F09DE90#&THIẾT BỊ ĐIỀU BIẾN, GIẢI BIẾN (NOKIA) (MODEM DÙNG ĐỂ BIẾN ĐỔI TÍN HIỆU MẠNG INTERNET), MODEL G-1425G-E, 12V-1A, MATP: 9210000049300000. HÀNG MỚI 100%#&VN",90,e1c5b1ab-2242-4775-bea6-29a3fbbb8941,1477.8,1477.8,LAND,LAND,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,16.42,16.42,MODEMS INCLUDING CABLE MODEMS AND MODEM CARDS,Nokia G-1425G-E,Nokia
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631104450,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P53246#&AMP;ROUTERS(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)ISR1100-4G,ISR1100-4G01J,12V/30W;STT 451,158/GPXNK-BCY#&AMP;VN","P53246#&THIẾT BỊ ĐỊNH TUYẾN,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)ISR1100-4G,ISR1100-4G01J,12V/30W;STT 451,158/GPXNK-BCY#&VN",2,34fc3fa3-8a2c-43b8-832d-46a7cdedd9d2,313.632,313.632,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,156.816,156.816,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Cisco ISR1100-4G,Cisco
KR,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307633845210,25960.0,PLOT C-04 PART OF PLOT C-05 BELONGING TO LOT CN12 AN DUONG INDUSTRIAL PARK HONG PHONG COMMUNE AN DUONG DISTRICT HAI PHONG CITY VIETNAM,"THỬA ĐẤT C-04, MỘT PHẦN THỬA ĐẤT C-05 THUỘC LÔ ĐẤT CN12 KCN AN DƯƠNG, P AN PHONG, TP HẢI PHÒNG,VN",202055026,TONGWEI ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH ĐIỆN TỬ TONGWEI (VIỆT NAM),963580987,,0.0,USD,85176241,85,8517,FLAT A 13/F LEAHANDER CENTRE 28 WANG WO TSAI STREET TSUEN WAN NT HONG KONG HK,"KOREA, REPUBLIC OF",GONGJIN ELECTRONIC HONG KONG LIMITED,FOB,KC,"1F0CE290#&AMP;EQUIPMENT, MODULATOR, ENTERTAINMENT, TURN (MODEM USED TO CONVERT SIGNALS NETWORK TO THE INTERNET), MODEL: GAPM-7500R, MATP: W9010000000030000, NEW GOODS 100%#&AMP;VN","1F0CE290#&THIẾT BỊ ĐIỀU BIẾN, GIẢI BIẾN (MODEM DÙNG ĐỂ BIẾN ĐỔI TÍN HIỆU MẠNG INTERNET), MODEL: GAPM-7500R, MATP: W9010000000030000, HÀNG MỚI 100%#&VN",10000,040d5217-5ed1-45d8-b4ac-b5616257b34d,320386.0,320386.0,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,32.0386,32.0386,MODEMS INCLUDING CABLE MODEMS AND MODEM CARDS,,
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307631966630,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"TL-WR3602BE(US) Y254366#&AMP;ROUTERS , MODEL: TL-WR3602BE. NEW GOODS 100%#&AMP;VN","TL-WR3602BE(US) Y254366#&BỘ ĐỊNH TUYẾN , MODEL: TL-WR3602BE. HÀNG MỚI 100%#&VN",240,6708e685-2d22-4544-a7f1-c72d8275ee98,7216.8,7216.8,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,30.07,30.07,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link TL-WR3602BE,TP-Link
US,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307629541720,25960.0,LOT I8-1 HI-TECH PARK LONG THANH MY WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I8-1, KHU CÔNG NGHỆ CAO, PHƯỜNG LONG BÌNH, TP. HỒ CHÍ MINH, VIỆT NAM",304905709,JABIL VIETNAM COMPANY LIMITED,CÔNG TY TNHH JABIL VIỆT NAM,08 3 7332030,,0.0,USD,85176249,85,8517,13811 WIRELESS WAY. RICHMOND BC V6V 3A4 CANADA CA,UNITED STATES,SIERRA WIRELESS ULC,EXW,KC,1104303-VER2506#&AMP;ROUTER FOR MEANS OF TRANSPORT (RADIO) PN#1104303#&AMP;VN,1104303-VER2506#&BỘ ĐỊNH TUYẾN CHO PHƯƠNG TIỆN VẬN TẢI (VÔ TUYẾN) PN#1104303#&VN,1,994c678e-2c17-4c30-afc4-d598d3d03923,145.44,145.44,AIR,AIR,ORIDNARY EXPORT OF PRODUCTS FOR EXPORT PRODUCTION,PCE,145.44,145.44,OTHER,Sierra Wireless 1104303,Sierra Wireless
CA,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307629570310,25960.0,LOT I8-1 HI-TECH PARK LONG THANH MY WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I8-1, KHU CÔNG NGHỆ CAO, PHƯỜNG LONG BÌNH, TP. HỒ CHÍ MINH, VIỆT NAM",304905709,JABIL VIETNAM COMPANY LIMITED,CÔNG TY TNHH JABIL VIỆT NAM,08 3 7332030,,0.0,USD,85176249,85,8517,13811 WIRELESS WAY. RICHMOND BC V6V 3A4 CANADA CA,CANADA,SIERRA WIRELESS ULC,EXW,KC,1104303-VER2506#&AMP;ROUTER FOR MEANS OF TRANSPORT (RADIO) PN#1104303#&AMP;VN,1104303-VER2506#&BỘ ĐỊNH TUYẾN CHO PHƯƠNG TIỆN VẬN TẢI (VÔ TUYẾN) PN#1104303#&VN,2,3837a013-4e9c-4f78-8b08-8b33b0ada2b1,290.88,290.88,AIR,AIR,ORIDNARY EXPORT OF PRODUCTS FOR EXPORT PRODUCTION,PCE,145.44,145.44,OTHER,Sierra Wireless 1104303,Sierra Wireless
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631104450,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P55708#&AMP;ROUTERS(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1161X-8PLTEP,C1161X-8PLTEP003,12V/66W;STT 450,158/GPXNK-BCY#&AMP;VN","P55708#&THIẾT BỊ ĐỊNH TUYẾN,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1161X-8PLTEP,C1161X-8PLTEP003,12V/66W;STT 450,158/GPXNK-BCY#&VN",1,46fff9f8-f50f-48f3-8f79-28627da36fea,191.09128,191.09128,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,191.09128,191.09128,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Cisco C1161X-8PLTEP,Cisco
CA,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307629570310,25960.0,LOT I8-1 HI-TECH PARK LONG THANH MY WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I8-1, KHU CÔNG NGHỆ CAO, PHƯỜNG LONG BÌNH, TP. HỒ CHÍ MINH, VIỆT NAM",304905709,JABIL VIETNAM COMPANY LIMITED,CÔNG TY TNHH JABIL VIỆT NAM,08 3 7332030,,0.0,USD,85176249,85,8517,13811 WIRELESS WAY. RICHMOND BC V6V 3A4 CANADA CA,CANADA,SIERRA WIRELESS ULC,EXW,KC,1104303-VER2506#&AMP;ROUTER FOR MEANS OF TRANSPORT (RADIO) PN#1104303#&AMP;VN,1104303-VER2506#&BỘ ĐỊNH TUYẾN CHO PHƯƠNG TIỆN VẬN TẢI (VÔ TUYẾN) PN#1104303#&VN,3,6bb6fbd4-52c8-4e25-9236-63afe3f2c776,436.32,436.32,AIR,AIR,ORIDNARY EXPORT OF PRODUCTS FOR EXPORT PRODUCTION,PCE,145.44,145.44,OTHER,Sierra Wireless 1104303,Sierra Wireless
US,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307629592340,25960.0,LOT I8-1 HI-TECH PARK LONG THANH MY WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I8-1, KHU CÔNG NGHỆ CAO, PHƯỜNG LONG BÌNH, TP. HỒ CHÍ MINH, VIỆT NAM",304905709,JABIL VIETNAM COMPANY LIMITED,CÔNG TY TNHH JABIL VIỆT NAM,08 3 7332030,,0.0,USD,85176249,85,8517,13811 WIRELESS WAY. RICHMOND BC V6V 3A4 CANADA CA,UNITED STATES,SIERRA WIRELESS ULC,EXW,KC,1104303-VER2506#&AMP;ROUTER FOR MEANS OF TRANSPORT (RADIO) PN#1104303#&AMP;VN,1104303-VER2506#&BỘ ĐỊNH TUYẾN CHO PHƯƠNG TIỆN VẬN TẢI (VÔ TUYẾN) PN#1104303#&VN,20,16a2579a-0467-4933-91ef-6cf09df83f81,2908.8,2908.8,AIR,AIR,ORIDNARY EXPORT OF PRODUCTS FOR EXPORT PRODUCTION,PCE,145.44,145.44,OTHER,Sierra Wireless 1104303,Sierra Wireless
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307631966630,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"ARCHER BE3200(USW) Y255293#&AMP;ROUTERS , MODEL: ARCHER BE3200. NEW GOODS 100%#&AMP;VN","ARCHER BE3200(USW) Y255293#&BỘ ĐỊNH TUYẾN , MODEL: ARCHER BE3200. HÀNG MỚI 100%#&VN",240,837e0a47-0134-46bc-8c29-57065f9d4b4a,7538.4,7538.4,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,31.41,31.41,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link Archer BE3200,TP-Link
UK,HQHANAM,NINH BINH,2025-08-01T00:00:00Z,307629253210,25960.0,DONG VAN II INDUSTRIAL PARK DUY MINH WARD DUY TIEN TOWN HA NAM PROVINCE VIETNAM,"KHU CÔNG NGHIỆP ĐỒNG VĂN II, PHƯỜNG DUY HÀ, TỈNH NINH BÌNH, VIỆT NAM",700819475,GEMTEK VIETNAM CORPORATION LIMITED,CÔNG TY TNHH GEMTEK VIỆT NAM,2263583758,,0.0,USD,85176251,85,8517,NO.15-1 ZHONGHUA RD HSINCHU INDUSTRIAL PARK HUKOU HSINCHU TAIWAN 303 TW,UNITED KINGDOM,GEMTEK TECHNOLOGY CO LIMITED,FOB,KC,"990-104-0699R#&AMP;RANGE EXTENDER WIFI FOR WIRELESS LOCAL AREA NETWORK F266V2LG-O2, BRAND SAGEMCOM, P/N: 254128538, DOES NOT CONTAIN CODE CIVIL, NEW 100%#&AMP;VN","990-104-0699R#&BỘ MỞ RỘNG SÓNG WIFI DÙNG CHO MẠNG NỘI BỘ KHÔNG DÂY F266V2LG-O2, NHÃN HIỆU SAGEMCOM, P/N: 254128538, KHÔNG CHỨA MẬT MÃ DÂN SỰ, MỚI 100%#&VN",100,7c31484d-e9fb-4ac7-8f7f-bd7d2de59bf6,4147.36,4147.36,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,41.4736,41.4736,WIRELESS LANS,Sagemcom F266V2LG-O2,Sagemcom
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631104450,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P72036#&AMP;ROUTERS(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0LX,100~240V/150W;STT 338,158/GPXNK-BCY#&AMP;VN","P72036#&THIẾT BỊ ĐỊNH TUYẾN,(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0LX,100~240V/150W;STT 338,158/GPXNK-BCY#&VN",2,ac33b26f-26ff-4071-ad7c-5860488e30ec,638.52928,638.52928,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,319.26464,319.26464,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Cisco C8200L-1N-4T,Cisco
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307631966630,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"ARCHER BE3200(USW) Y256246#&AMP;ROUTERS , MODEL: ARCHER BE3200. NEW GOODS 100%#&AMP;VN","ARCHER BE3200(USW) Y256246#&BỘ ĐỊNH TUYẾN , MODEL: ARCHER BE3200. HÀNG MỚI 100%#&VN",3376,8d3b58ff-61ee-489b-a444-56e2f249c025,106040.16,106040.16,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,31.41,31.41,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link Archer BE3200,TP-Link
