DESTINATION_COUNTRY,BUYER_ADDRESS,BUYER_NAME,COUNTRY_ISO_CODE_2,CURRENCY,EXPORTER_ADDRESS,EXPORTER_NAME,EXP_DATE,FOB_VALUE,GROSS_WEIGHT,HS_CODE,INCOTERMS,NET_WEIGHT,PACKAGE_UNIT,PRODUCT_DESCRIPTION,QUANTITY_OF_PACKAGE,_id,HS_CODE_DESCRIPTION,initial_id
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,23625,158,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,1651e0e5-6314-4e2e-8057-09755a16cb6d,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3736
FRANCE,,,FR,EUR,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,13096.2,106.8,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,effb514f-82a7-4456-885b-b681cfce4f8e,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3737
SPAIN,,,ES,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,1050,69,85176299,CIP,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,514a87bc-0475-47f2-a927-dcd3d6b76bca,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3738
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,25127.44,160,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,59ca6451-3182-480a-8527-578b81cffccb,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3739
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-10T00:00:00Z,6427.4,93.3,85176241,DDP,0,PIECES,CABLE MODEM,,0fded949-b3a7-4f59-a034-6aca34754f2c,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3740
JAPAN,,,JP,USD,"PHASE III BLK 15 LOT 15 AND 16 CAVITE ECONOMIC ZONE ROSARIO, CAVITE",GLOBAL MOCOM TRANSCENDING INC,2025-02-10T00:00:00Z,153753.95,1462.4,85176210,FOB,0,UNIT,ALINCO BRAND RADIO TRANSCEIVER,,517aadcc-653b-41d6-8ec8-d0b26ec07048,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",3741
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,1300,82,85176299,DDP,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,ae222966-727f-483d-b1e9-b016f10ba324,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3742
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,6870.68,38.2,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,2857db68-75b8-41c3-82c6-6b87c6509332,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3743
JAPAN,,CISCO SYSTEMS G K,JP,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-10T00:00:00Z,24004.94,24,85176249,DAP,23,PACKAGE,1 PIECE ^SPARE CISCO CATALYST CENTER APPLIANCE (GEN 2) - 44 CORE,,34b116f9-cc25-4a4f-bdda-f8a2571b1454,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3744
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,1180.97,2,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,58f6f0ee-5cfa-494f-b871-bcc75902cfe1,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3745
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-10T00:00:00Z,9790.3,280.3,85176299,FOB,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,b99ac30b-759f-4886-a292-b641eddd6909,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3746
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,756,2,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,ac91cc96-0fc6-4ed5-b9a6-d4a666a0f4ae,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3747
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-10T00:00:00Z,10543.4,301.9,85176299,FOB,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,03684d4d-483a-43d6-992a-0e5abfe46442,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3748
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-10T00:00:00Z,49943.52,669.9,85176241,DDP,0,PIECES,CABLE MODEM,,5bb27c48-64e9-4791-820f-b87e3d20ef43,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3749
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-10T00:00:00Z,16527.6,223.3,85176241,DDP,0,PIECES,CABLE MODEM,,9389bef9-d791-419a-98ae-7a14b7a5a07d,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3750
SPAIN,,,ES,EUR,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,597.68,6,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,21b06e45-3c87-4d23-96e5-c98c1f341a85,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3751
NETHERLANDS,,,NL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,19845,114,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,d807f88f-f8b8-4078-801f-f829f496e7f9,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3752
ISRAEL,,,IL,USD,"CIRCUIT ST LISP I-SEZ BRGY DIEZMO,, CABUYAO, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,7465.92,198.5,85176290,EXW,0,PACKAGE,CARRIER ETHERNET DEMARCATION DEVICE,,0e683fe1-eddb-40ec-a9ca-b4a276087ca4,"UMIC2-G,UMIC 2 MINI USB GENERIC-COMMUNICATION ACCESSORIES",3753
JAPAN,,,JP,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-10T00:00:00Z,24004.94,24,85176249,DAP,0,PACKAGE,OTHER1 PIECE ^SPARE CISCO CATALYST CENTER APPLIANCE (GEN 2) 44 CORE,,82f0f461-51f2-413b-a5f2-ad54adc8fcc4,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3754
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-10T00:00:00Z,135619.2,2589.3,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,33f6a63c-7dc2-4438-8939-615b4af466af,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3755
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-10T00:00:00Z,15062,431.2,85176299,FOB,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,2be2dabf-35e8-4071-a867-f3f3deda1ac0,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3756
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-10T00:00:00Z,12426.15,355.8,85176299,FOB,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,a1511f92-2eca-4228-b728-fe1aab910853,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3757
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,153.12,1.2,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,632d16e2-8d0a-485c-93b4-c5ad812f13de,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3758
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-10T00:00:00Z,938.77,2,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,fe9c7b81-3ab2-4db1-9dfe-ab17719f8829,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3759
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-10T00:00:00Z,144844.8,2909.3,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,5b908b32-fad2-4b5e-addd-1200a6cc7901,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3760
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-10T00:00:00Z,12049.6,345,85176299,FOB,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,0c6f0eb8-1ee3-486d-98cc-e5970ce7d928,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3761
THAILAND,,FABRINET CO LIMITED,TH,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-08T00:00:00Z,292.78,0.5,85176249,DAP,0.3,PACKAGE,1 PIECE 10GBASE-SR SFP MODULE,,4c2babce-b436-40dd-be4d-a6d65c2df620,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3762
THAILAND,,,TH,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-08T00:00:00Z,292.78,0.5,85176249,DAP,0,PACKAGE,OTHER1 PIECE 10GBASE-SR SFP MODULE,,b6d7058c-1245-4e10-806c-110f3c6968e7,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3763
SINGAPORE,,CISCO SYSTEMS USA PRIVATE LIMITED,SG,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-08T00:00:00Z,30984.53,12,85176249,DAP,10,PACKAGE,1 PIECE NCS55A2 - FIXED 24X10G + 16X25G & MPA TEMP-HARDENED,,64916049-7943-481e-8da0-6fac53d493ae,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3764
HUNGARY,,,HU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-08T00:00:00Z,403.17,4,85176249,DAP,0,PACKAGE,"OTHER1 PIECE ^CATALYST 2960L 8 PORT GIGE WITH POE, 2 X 1G SFP, LAN LITE",,7204b67b-60f5-411b-ba11-bc1c78730801,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3765
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-08T00:00:00Z,126573.05,3611.3,85176299,CFR,0,PIECES,HOME BASE (CAMERA ACCESSORIES-FINISHED GOODS),,ad518b37-5d00-49aa-92c8-77ae9dc44539,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3766
UNITED STATES,,,US,USD,"EZP WAREHOUSE NO.7 AND 8, BLOCK 2,LAGUNA TECHNO PARK ANNEX-SEZ,, BINAN LAGUNA",EWIC PHILIPPINES INC,2025-02-08T00:00:00Z,42119.28,835.8,85176299,CFR,0,PIECES,2K UHD WIRED VIDEO DOORBELL,,4a917fbc-5472-45ae-818d-5e3a08bd9a37,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3767
SINGAPORE,,,SG,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-08T00:00:00Z,30984.53,12,85176249,DAP,0,PACKAGE,OTHER1 PIECE NCS55A2 FIXED 24X10G + 16X25G & MPA TEMP-HARDENED,,30ecb25f-720e-43c7-a521-81009dbe8a66,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3768
UNITED KINGDOM,,,UK,GBP,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,10170,36,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,72c82957-b2f7-4a9c-a4a7-6b439809f457,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3769
VIETNAM,,,VN,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,14250,117,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,2f1996fa-cec3-49d9-b4e9-cb0dd9ce78ba,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3770
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-07T00:00:00Z,33295.68,446.6,85176241,DDP,0,PIECES,CABLE MODEM,,368cd453-5beb-4937-8278-689dc83ffbea,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3771
UNITED STATES,,,US,USD,"CIRCUIT ST LISP I-SEZ BRGY DIEZMO,, CABUYAO, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,26150,152.5,85176210,EXW,0,PACKAGE,T-MARC 340 AC,,30879728-9ee5-47d4-8881-c74bc9f111cf,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",3772
CANADA,,,CA,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,113,1,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,105220ba-e1c6-4323-bfc2-ea2a2a3e1546,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3773
HONG KONG,,CISCO SYSTEMS INC,HK,USD,"U6 AND 7 9F WILCON IT HUB 2251 CHINO ROCES AVE BANGKAL NCR 4TH DIST., MAKATI CITY",WESTCON GROUP PHILIPPINES,2025-02-07T00:00:00Z,5428.84,17.1,85176299,DAP,13.53,UNKNOWN,DS SFP 4X32G SW 4X 32G OPTIC SFP FOR ETHERNET TO FIBRE 4X 32G OPTIC SFP FOR ETHERNET TO FIBRE 4PCS 1CTN,,2321a8aa-1b77-4a0c-a216-8c1d197cf45d,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3774
UNITED STATES,,,US,USD,"UNIT 1 2 3 ORIENT GOLDCREST BLDG., CPIP, BRGY. BATINO, CALAMBA",BAEK GEUM PHILIPPINES CORP,2025-02-07T00:00:00Z,1878.5,20,85176210,FOB,0,CARTON,TRANSCEIVERS ACCESSORIES WITHOUT BATTERIES,,19b42627-a651-4078-afd8-888f71128c35,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",3775
UNITED STATES,,,US,USD,"ES, INC./TECO INDUSTRIAL PARK, BRGY. BUNDAGUL, MABALACAT, PAMPANGA",MOLEX INTEGRATED PRODUCTS PHILS INC,2025-02-07T00:00:00Z,91669.95,156,85176259,FCA,0,PACKAGE,OTHER TELECOM EQUIPMENT,,185c2f5f-b7dd-4b8a-aa2d-50cd75593381,SFP COPPER PATCH CBL 10G 5M PASSV W,3776
JAPAN,"TOKODAI TSUKUBA CITY IBARAKI 300 2635, JAPAN",GO FOTON INC 5 4 2,JP,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,14051.86,25.5,85176242,CPT,0.76,BOX,SELMUX PLATFORM,,953ccbce-c7c8-4b09-9580-aae74cd1a7d4,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,3777
UNITED STATES,"11140 E WOODMEN RD FALCON, CO 80831, UNITED STATES",CONEXON LLC MOUNTAIN VIEW GEESEN LARGE HUT CABINET,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,7545.37,52.6,85176249,DDP,41.95,BOX,HIGH DENSITY FIBER PATCH PANELS,,775aae92-314b-4004-82a8-d3097a313c04,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3778
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-07T00:00:00Z,49943.52,669.9,85176241,DDP,0,PIECES,CABLE MODEM,,ed2f5281-3778-4952-96e9-2a8ef7f04679,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3779
UNITED STATES,"11140 E WOODMEN RD FALCON, CO 80831, UNITED STATES",CONEXON LLC MOUNTAIN VIEW RUSSELLVILLE LARGE HUT CABINET,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,8227.92,66.5,85176249,DDP,53.43,BOX,HIGH DENSITY FIBER PATCH PANELS,,719c95d7-ab6e-45d6-8339-40b9d98cf787,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3780
CANADA,,,CA,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,1050,5,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,ca2cb32b-c27e-4109-a644-f2499d343bfd,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3781
HONG KONG,,CISCO SYSTEMS INC,HK,USD,"U6 AND 7 9F WILCON IT HUB 2251 CHINO ROCES AVE BANGKAL NCR 4TH DIST., MAKATI CITY",WESTCON GROUP PHILIPPINES,2025-02-07T00:00:00Z,43.5,0.2,85176299,DAP,0.11,UNKNOWN,UCSX FI 6536 D U FABRIC INTERCONNECT 6536 FOR IMM FABRIC INTERCONNECT 6536 FOR IMM 2PCS 1CTN,,e2b5d795-48ee-4c7f-b824-064fb88a1e1a,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3782
HONG KONG,,,HK,USD,"BLDG. 2430 MALOMA ST., CLARK FREEPORT ZONE",AMERTRON INCORPORATED,2025-02-07T00:00:00Z,395.5,56.8,85176299,EXW,0,CARTON,FIBER OPTIC TRANSCEIVER,,cab688aa-648c-421c-9964-91800298cf97,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3783
UNITED STATES,"11140 E WOODMEN RD FALCON, CO 80831, UNITED STATES",CONEXON LLC MOUNTAIN VIEW ELBERT LARGE HUT CABINET,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,9546.3,70.7,85176249,DDP,56.46,BOX,HIGH DENSITY FIBER PATCH PANELS,,a85a92b0-9496-43ed-a020-5c82991b4203,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3784
