product_desc,product_category
"P71989#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UN/C9300-48UN-E,C9300-48UN-E08Y,115~240V/1100W;STT 22,197/GPXNK-BCY#&VN",SWITCH
"P71990#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MH,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71991#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MJ,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71992#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MK,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71994#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MM,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71995#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MN,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71996#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E,C9300-48UXM-E0CG,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P71997#&SWITCHING EQUIPMENT,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300L-48P-4G/C9300L-48P-4G-A,C9300L-48P-4G-A02S,100~240V/715W;STT 116,159/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72000#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300LM-48UX-4Y/C9300LM-48UX-4Y-A,C9300LM-48UX-4Y-A01A,100~240V/1000W;STT 142,159/GPXNK-BCY#&VN",SWITCH
"P72001#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300LM-48UX-4Y/C9300LM-48UX-4Y-A,C9300LM-48UX-4Y-A01B,100~240V/1000W;STT 142,159/GPXNK-BCY#&VN",SWITCH
"P72003#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24HX/C9300X-24HX-E,C9300X-24HX-E05D,100~240V/715W;STT 161,159/GPXNK-BCY#&VN",SWITCH
"P72005#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZH,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72007#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZK,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72011#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZP,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72012#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZR,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72013#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZS,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72015#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-48HXN/C9300X-48HXN-A/C9300X-48HXN-A=,C9300X-48HXN-A=004,115~240V/1100W;STT 163,159/GPXNK-BCY#&VN",SWITCH
"P72017#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-48HXN/C9300X-48HXN-E,C9300X-48HXN-E032,115~240V/1100W;STT 164,159/GPXNK-BCY#&VN",SWITCH
"P72018#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-48TX/C9300X-48TX-A,C9300X-48TX-A0BY,100~240V/715W;STT 158,159/GPXNK-BCY#&VN",SWITCH
"P72020#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)ISR1100-6G,ISR1100-6G02F,12V/30W;STT 454,158/GPXNK-BCY#&VN",ROUTER
"P72021#&WIRELESS TRANSCEIVER,C9115AXI-D,C9115AXI-D04C,42.5~57V,13W~20.4W#&VN",WIRELESS TRANSCEIVER
"P72022#&WIRELESS TRANSMITTER AND RECEIVER,C9115AXI-K,C9115AXI-K048,42.5~57V,13W~20.4W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72023#&WIRELESS TRANSMITTER AND RECEIVER,C9115AXI-Q,C9115AXI-Q04C,42.5~57V,13W~20.4W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72024#&WIRELESS TRANSMITTER AND RECEIVER,C9115AXI-Z,C9115AXI-Z01N,42.5~57V,13W~20.4W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72025#&WIRELESS TRANSMITTER AND RECEIVER,C9120AXE-H,C9120AXE-H01Y,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72026#&WIRELESS TRANSMITTER AND RECEIVER,C9120AXI-Q,C9120AXI-Q031,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72027#&WIRELESS TRANSCEIVER,C9120AXI-S,C9120AXI-S02M,42.5~57V/13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72028#&WIRELESS TRANSCEIVER,C9120AXI-S,C9120AXI-S02N,42.5~57V/13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72033#&WIRELESS TRANSCEIVER,C9115AXE-E,C9115AXE-E07E,42.5~57V,13W~21.4W#&VN",WIRELESS TRANSCEIVER
"P72034#&WIRELESS TRANSCEIVER,C9115AXI-D,C9115AXI-D04B,42.5~57V,13W~20.4W#&VN",WIRELESS TRANSCEIVER
"P72036#&AMP;ROUTERS(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0LX,100~240V/150W;STT 338,158/GPXNK-BCY#&AMP;VN",ROUTERS
"P72041#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-24T-A,C9200-24T-A056,100~240V/125W;STT 216,158/GPXNK-BCY#&VN",SWITCH
"P72043#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24P-4G-E,C9200L-24P-4G-E06A,100~240V/1000W;STT 200,158/GPXNK-BCY#&VN",SWITCH
"P72044#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24T-4X-E,C9200L-24T-4X-E0DA,100~240V/125W;STT 241,158/GPXNK-BCY#&VN",SWITCH
"P72045#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4G-E,C9200L-48T-4G-E07J,100~240V/125W;STT 205,158/GPXNK-BCY#&VN",SWITCH
"P72046#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4X-A,C9200L-48T-4X-A04P,100~240V/125W;STT 211,158/GPXNK-BCY#&VN",SWITCH
"P72050#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-4P,C1121-4P03L,12V/66W;STT 415,158/GPXNK-BCY#&VN",ROUTER
"P72052#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-4P,C1121-4P03K,12V/66W;STT 415,158/GPXNK-BCY#&VN",ROUTER
"P72054#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM) C9300-48UB,68-102293-03,240V/1100W;STT 21,197/GPXNK-BCY#&VN",SWITCH
"P72066#&SWITCH,USWPM16P.FC (USW-PRO-MAX-16-POE) (POWER: 100-240V AC, 50/60 HZ, POWER: 25W)#&VN",SWITCH
"P72068#&SWITCH,USWPM48P.FC (USW-PRO-MAX-48-POE) (POWER: 100-240VAC, 2.7A)#&VN",SWITCH
"P72070#&ROUTER,UCGMAX01.EU (UCG-MAX) (UCG-MAX-EU)(NETWORK SPEED: 1GBPS, POWER:AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&VN",ROUTER
"P72082#&SWITCH,USWLT8P4.FC (USW-LITE-8-POE) (POWER: 54V DC, 1.1A MAX, FREQUENCY: 50/60 HZ, POWER: 60W)#&VN",SWITCH
"P72084#&SWITCH,USWPM24P.EU (USW-PRO-MAX-24-POE) (USW-PRO-MAX-24-POE-EU) (POWER: 100-240VAC, 50/60HZ)#&VN",SWITCH
"P72087#&SWITCH,USWP24P0.AU (USW-PRO-HD-24-POE) (USW-PRO-HD-24-POE-AU) (100-240VAC, 10A MAX)#&VN",SWITCH
"P72089#&SWITCHING EQUIPMENT,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300L-48T-4X/C9300L-48T-4X-A,C9300L-48T-4X-A05T,100~240V/350W;STT 126,159/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72101#&WIRELESS TRANSMITTER AND RECEIVER,IW9165E-E,IW9165E-E-WGB004,24~48V,13.4W~25.5W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72104#&ROUTER,(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9,IR1101-K90E1,12~48V/12W;STT 361,158/GPXNK-BCY#&VN",ROUTER
"P72106#&AMP;ROUTERS(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9,IR1101-K90E3,12~48V/12W;STT 361,158/GPXNK-BCY#&AMP;VN",ROUTERS
"P72107#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24S/C9300-24S-A,C9300-24S-A0D6,100~240V/715W;STT 9,197/GPXNK-BCY#&VN",SWITCH
"P72109#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-A,C9300-24T-A0TR,100~240V/350W;STT 10,197/GPXNK-BCY#&VN",SWITCH
"P72110#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-E,C9300-24T-E0LD,100~240V/350W;STT 10,197/GPXNK-BCY#&VN",SWITCH
"P72117#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48S/C9300-48S-A,C9300-48S-A07B,100~240V/715W;STT 18,197/GPXNK-BCY#&VN",SWITCH
"P72121#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48T/C9300-48T-E,C9300-48T-E0DK,100~240V/350W;STT 19,197/GPXNK-BCY#&VN",SWITCH
"P72126#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MP,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72127#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E,C9300-48UXM-E0CH,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72133#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300L-24T-4G/C9300L-24T-4G-A,C9300L-24T-4G-A048,100~240V/350W;STT 106,159/GPXNK-BCY#&VN",SWITCH
"P72140#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-4PLTEP,C1121-4PLTEP01Z,12V/66W;STT 416,158/GPXNK-BCY#&VN",ROUTER
"P72146#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1127-8PMLTEP,C1127-8PMLTEP00A,12V/66W;STT 424,158/GPXNK-BCY#&VN",ROUTER
"P72150#&WIRELESS TRANSCEIVER,C9115AXE-E,C9115AXE-E07H,42.5~57V,13W~21.4W#&VN",WIRELESS TRANSCEIVER
"P72153#&WIRELESS TRANSCEIVER,C9115AXE-S,C9115AXE-S01V,42.5~57V,13W~21.4W#&VN",WIRELESS TRANSCEIVER
"P72154#&WIRELESS TRANSCEIVER,C9115AXE-S,C9115AXE-S01W,42.5~57V,13W~21.4W#&VN",WIRELESS TRANSCEIVER
"P72160#&WIRELESS TRANSCEIVER,C9120AXE-D,C9120AXE-D02S,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72161#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0DZ,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72162#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E0,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72163#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E1,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72164#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E2,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72165#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E3,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72167#&WIRELESS TRANSCEIVER,C9120AXE-G,C9120AXE-G004,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72168#&WIRELESS TRANSCEIVER,C9120AXE-K,C9120AXE-K020,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72169#&WIRELESS TRANSCEIVER,C9120AXE-K,C9120AXE-K021,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72170#&WIRELESS TRANSCEIVER,C9120AXI-F,C9120AXI-F015,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72171#&WIRELESS TRANSCEIVER,C9120AXI-F,C9120AXI-F016,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72173#&WIRELESS TRANSMITTER AND RECEIVER,C9136I-A,C9136I-A008,42.5~57V,13.95W~47.3W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72180#&AMP;ROUTERS(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0M0,100~240V/150W;STT 338,158/GPXNK-BCY#&AMP;VN",ROUTERS
"P72181#&ROUTER,(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0M1,100~240V/150W;STT 338,158/GPXNK-BCY#&VN",ROUTER
"P72183#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-24PXG-E,C9200-24PXG-E03H,100~240V/600W;STT 191,158/GPXNK-BCY#&VN",SWITCH
"P72184#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-24T-E,C9200-24T-E0BX,100~240V/125W;STT 220,158/GPXNK-BCY#&VN",SWITCH
"P72185#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-48T-E,C9200-48T-E0AY,100~240V/125W;STT 218,158/GPXNK-BCY#&VN",SWITCH
"P72186#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24P-4X-E,C9200L-24P-4X-E0AR,100~240V/1000W;STT 240,158/GPXNK-BCY#&VN",SWITCH
"P72188#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24T-4X-E,C9200L-24T-4X-E0DB,100~240V/125W;STT 241,158/GPXNK-BCY#&VN",SWITCH
"P72191#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4X-E,C9200L-48T-4X-E0D6,100~240V/1000W;STT 239,158/GPXNK-BCY#&VN",SWITCH
"P72193#&SWITCHING DEVICE,68-103079-03, VOLTAGE 240V, POWER 1100W#&VN",SWITCHING DEVICE
"P72194#&ORBI WIFI BROADCASTING SYSTEM/ RBE374-100NASV1,{INCLUDING: WIRELESS NETWORK SPLITTER(RBE371)+ 3 WIRELESS SIGNAL TRANSMITTERS(RBE370);2.5~5GHZ;4.2-11GBPS;12V,1.5A}#&VN",ORBI WIFI BROADCASTING SYSTEM
"P72204#&SWITCHING DEVICE,USWPROH0.EU (USW-PRO-HD-24) (USW-PRO-HD-24-EU)(POWER: 100-240VAC, 10A, CAPACITY: 50W)#&VN",SWITCHING DEVICE
"P72215#&NVIDIA CONNECTX SERIES ETHERNET SMART NIC (CONNECTX-8) 900-9X86E-00CX-SP0,(MODEL: C8280Z; 200GB/S); NO. 20,780/GPXNK-BCY#&VN",NVIDIA CONNECTX SERIES ETHERNET SMART NIC
"P72216#&NVIDIA CONNECTX SERIES ETHERNET SMART NIC (CONNECTX-8) 900-9X86E-11CX-ST0,(MODEL: C8280Z; 300GB/S); STT 20,780/GPXNK-BCY#&VN",SMART NIC
"P72223#&WIRELESS TRANSCEIVER,F06H006.00 (FREQUENCY RANGE: 2412~7125MHZ;NETWORK SPEED: 10GBPS; POWER: 12V)#&VN",WIRELESS TRANSCEIVER
"P72229#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZX,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72230#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-A,C9300X-24Y-A0ZZ,100~240V/715W;STT 146,159/GPXNK-BCY#&VN",SWITCH
"P72231#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-E,C9300X-24Y-E0J8,100~240V/715W;STT 147,159/GPXNK-BCY#&VN",SWITCH
"P72232#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24Y/C9300X-24Y-E,C9300X-24Y-E0J9,100~240V/715W;STT 147,159/GPXNK-BCY#&VN",SWITCH
"P72239#&ROUTER,(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9/IR1101-A-K9,IR1101-A-K90CC,12~48V/12W;STT 361,158/GPXNK-BCY#&VN",ROUTER
"P72240#&AMP;ROUTERS(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9,IR1101-K90E4,12~48V/12W;STT 361,158/GPXNK-BCY#&AMP;VN",ROUTERS
"P72241#&ROUTER,(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9,IR1101-K90E5,12~48V/12W;STT 361,158/GPXNK-BCY#&VN",ROUTER
"P72242#&ROUTER,(CISCO CATALYST RUGGED SERIES ROUTERS (IR))IR1101-K9,IR1101-K90E6,12~48V/12W;STT 361,158/GPXNK-BCY#&VN",ROUTER
"P72256#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24P/C9300-24P-E,C9300-24P-E0C0,100~240V/715W;STT 8,197/GPXNK-BCY#&VN",SWITCH
"P72257#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24P/C9300-24P-E,C9300-24P-E0C1,100~240V/715W;STT 8,197/GPXNK-BCY#&VN",SWITCH
"P72259#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24S/C9300-24S-A,C9300-24S-A0D7,100~240V/715W;STT 9,197/GPXNK-BCY#&VN",SWITCH
"P72260#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24S/C9300-24S-E,C9300-24S-E0AY,100~240V/715W;STT 9,197/GPXNK-BCY#&VN",SWITCH
"P72268#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24UX/C9300-24UX-E,C9300-24UX-E0JA,115~240V/1100W;STT 14,197/GPXNK-BCY#&VN",SWITCH
"P72270#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48P/C9300-48P-E,C9300-48P-E0NS,100~240V/715W;STT 17,197/GPXNK-BCY#&VN",SWITCH
"P72277#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UN/C9300-48UN-A,C9300-48UN-A0FD,115~240V/1100W;STT 22,197/GPXNK-BCY#&VN",SWITCH
"P72279#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-A,C9300-48UXM-A0MR,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72280#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E,C9300-48UXM-E0CL,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72281#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E,C9300-48UXM-E0CM,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72284#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-8P,C1121-8P02B,12V/66W;STT 417,158/GPXNK-BCY#&VN",ROUTER
"P72285#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-8PLTEP,C1121-8PLTEP022,12V/66W;STT 418,158/GPXNK-BCY#&VN",ROUTER
"P72286#&ROUTER,(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1121-8PLTEP,C1121-8PLTEP023,12V/66W;STT 418,158/GPXNK-BCY#&VN",ROUTER
"P72287#&AMP;ROUTERS(CISCO INTEGRATED SERVICES ROUTER (ISR) SERIES)C1127-8PMLTEP,C1127-8PMLTEP00B,12V/66W;STT 424,158/GPXNK-BCY#&AMP;VN",ROUTERS
"P72289#&WIRELESS TRANSMITTER AND RECEIVER,C9115AXE-E,C9115AXE-E07K,42.5~57V,13W~21.4W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72291#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E5,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72292#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E6,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72293#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E7,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72294#&WIRELESS TRANSCEIVER,C9120AXE-E,C9120AXE-E0E8,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72295#&WIRELESS TRANSCEIVER,C9120AXE-G,C9120AXE-G005,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72296#&AMP;EQUIPMENT TRANSCEIVER WIRELESS SIGNAL,C9120AXE-H,C9120AXE-H01Z,42.5~57V,13.4 W~25.5 W#&AMP;VN",EQUIPMENT TRANSCEIVER WIRELESS SIGNAL
"P72297#&WIRELESS TRANSCEIVER,C9120AXE-S,C9120AXE-S032,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72298#&WIRELESS TRANSCEIVER,C9120AXE-S,C9120AXE-S033,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSCEIVER
"P72299#&WIRELESS TRANSMITTER AND RECEIVER,C9120AXE-T,C9120AXE-T00F,42.5~57V,13.4W~25.5W#&VN",WIRELESS TRANSMITTER AND RECEIVER
"P72301#&AMP;EQUIPMENT TRANSCEIVER WIRELESS SIGNAL,C9120AXI-K,C9120AXI-K01N,42.5~57V,13.4 W~25.5 W#&AMP;VN",EQUIPMENT TRANSCEIVER WIRELESS SIGNAL
"P72303#&WIRELESS TRANSCEIVER,C9136I-ROW,C9136I-ROW06G,42.5~57V,13.95W~47.3W#&VN",WIRELESS TRANSCEIVER
"P72304#&ROUTER,(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200-1N-4T,C8200-1N-4T0P5,100~240V/150W;STT 337,158/GPXNK-BCY#&VN",ROUTER
"P72305#&ROUTER,(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0M2,100~240V/150W;STT 338,158/GPXNK-BCY#&VN",ROUTER
"P72306#&ROUTER,(CISCO CATALYST 8000 SERIES EDGE PLATFORMS)C8200L-1N-4T,C8200L-1N-4T0M3,100~240V/150W;STT 338,158/GPXNK-BCY#&VN",ROUTER
"P72311#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-24T-E,C9200-24T-E0BZ,100~240V/125W;STT 220,158/GPXNK-BCY#&VN",SWITCH
"P72313#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-24T-E,C9200-24T-E0C1,100~240V/125W;STT 220,158/GPXNK-BCY#&VN",SWITCH
"P72314#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200-48PXG-E,C9200-48PXG-E04C,100~240V/1000W;STT 190,158/GPXNK-BCY#&VN",SWITCH
"P72316#&SWITCHING EQUIPMENT,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24PXG-4X-A,C9200L-24PXG-4X-A01R,100~240V/600W;STT 243,158/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72317#&SWITCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24T-4X-E,C9200L-24T-4X-E0DC,100~240V/125W;STT 241,158/GPXNK-BCY#&VN",SWITCH
"P72319#&SWITCHING EQUIPMENT,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48PL-4X-A,C9200L-48PL-4X-A00C,100~240V/600W;STT 212,158/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72320#&SWITCHING EQUIPMENT,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4X-E,C9200L-48T-4X-E0D7,100~240V/1000W;STT 239,158/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72334#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24UX/C9300-24UX-A,C9300-24UX-A0JC,115~240V/1100W;STT 14,197/GPXNK-BCY#&VN",SWITCH
"P72335#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24UX/C9300-24UX-A,C9300-24UX-A0JD,115~240V/1100W;STT 14,197/GPXNK-BCY#&VN",SWITCH
"P72341#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E=,C9300-48UXM-E=007,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72343#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48UXM/C9300-48UXM-E,C9300-48UXM-E0CR,115~240V/1100W;STT 23,197/GPXNK-BCY#&VN",SWITCH
"P72345#&SWITCHING EQUIPMENT,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300L-24UXG-4X/C9300L-24UXG-4X-A,C9300L-24UXG-4X-A04K,115~240V/1100W;STT 114,159/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72346#&SWITCHING EQUIPMENT,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300L-48T-4X/C9300L-48T-4X-A,C9300L-48T-4X-A05V,100~240V/350W;STT 126,159/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
"P72348#&SWITCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-12Y/C9300X-12Y-A,C9300X-12Y-A0FB,100~240V/715W;STT 144,159/GPXNK-BCY#&VN",SWITCH
"P72350#&SWITCHING EQUIPMENT,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300X-24HX/C9300X-24HX-E,C9300X-24HX-E05F,100~240V/715W;STT 161,159/GPXNK-BCY#&VN",SWITCHING EQUIPMENT
